SEQ,Shipping Location Code,Shipping Location Name,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,Supplier Code,Supplier Name,User Code,User Name,P/F,P/F Name,Order No.,Order Quantity,Unit,Production Classification,Color,Item Class,Packing Name,Packing Capacity,Pickup,Delivery Slip No.,Delivery Slip & Receipt Card Print Date,Inspection Report Print Date,Item Card Print Date,Original Item Code,Supplier Information,Output date
1271,"0000","<Default>",2024-12-18,07:30,08:00,"B3MF1826000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01300",120,"PCS","","","2","6011",80,,"Y0B766710750369","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1272,"0000","<Default>",2024-12-18,07:30,08:00,"B3MF2178000080","TENSIONER","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01206",240,"PCS","","","2","6011",160,,"Y0B766710750353","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1273,"0000","<Default>",2024-12-18,07:30,08:00,"B3MH1662000080","COVER,CONNECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01300",120,"PCS","","","2","6011",240,,"Y0B766710750404","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1274,"0000","<Default>",2024-12-18,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03921",360,"PCS","","","2","6011",360,,"Y0B766710750180","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1275,"0000","<Default>",2024-12-18,07:30,08:00,"B5XH2591000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01863",40,"PCS","","","2","",40,,"Y0B766710750463","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1276,"0000","<Default>",2024-12-18,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03449",480,"PCS","","","2","6011",40,,"Y0B766710749397","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1277,"0000","<Default>",2024-12-18,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","05508",520,"PCS","","","2","",40,,"Y0B766710749832","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1278,"0000","<Default>",2024-12-18,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","02286",280,"PCS","","","2","6011",80,,"Y0B766710750870","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1279,"0000","<Default>",2024-12-18,07:30,08:00,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03294",160,"PCS","","","2","6011",80,,"Y0B766710749630","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1280,"0000","<Default>",2024-12-18,07:30,08:00,"B74H2131000080","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","03685",40,"PCS","","","2","6011",40,,"Y0B766710749657","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1281,"0000","<Default>",2024-12-18,07:30,08:00,"BKAF4317000080","PIPE,7","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00970",160,"PCS","","","2","6011",40,,"Y0B766710751049","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1282,"0000","<Default>",2024-12-18,07:30,08:00,"BKAF4785000080","MOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","01016",160,"PCS","","","2","6033",40,,"Y0B766710751028","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1283,"0000","<Default>",2024-12-18,07:30,08:00,"BLSF1521000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00333",200,"PCS","","","2","6011",240,,"Y0B766710751177","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1284,"0000","<Default>",2024-12-18,07:30,08:00,"BLSF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","590B","Depo Global Body","P9BB","","00333",200,"PCS","","","2","6011",120,,"Y0B766710751154","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1285,"0000","<Default>",2024-12-18,07:30,08:00,"2PHE3593010080","DAMPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01031",200,"PCS","","","2","6011",200,,"Y0B766710750801","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1286,"0000","<Default>",2024-12-18,07:30,08:00,"2PHF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02923",150,"PCS","","","2","6011",200,,"Y0B766710749071","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1287,"0000","<Default>",2024-12-18,07:30,08:00,"2PHF62570000M0","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02466",100,"PCS","","","2","6011",800,,"Y0B766710749138","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1288,"0000","<Default>",2024-12-18,07:30,08:00,"2PHF71140000M0","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","06556",100,"PCS","","","2","6011",100,,"Y0B766710749114","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1289,"0000","<Default>",2024-12-18,07:30,08:00,"2SUF811G000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01455",100,"PCS","","","2","",600,,"Y0B766710749317","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1290,"0000","<Default>",2024-12-18,07:30,08:00,"2SUH5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02794",100,"PCS","","","2","6011",100,,"Y0B766710749104","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1291,"0000","<Default>",2024-12-18,07:30,08:00,"54PF3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","02989",100,"PCS","","","2","",200,,"Y0B766710748726","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1292,"0000","<Default>",2024-12-18,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00987",200,"PCS","","","2","6011",400,,"Y0B766710750199","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1293,"0000","<Default>",2024-12-18,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00874",300,"PCS","","","2","6011",300,,"Y0B766710749423","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1294,"0000","<Default>",2024-12-18,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01258",800,"PCS","","","2","6011",400,,"Y0B766710749852","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1295,"0000","<Default>",2024-12-18,07:30,08:00,"BBPF8349000080","CAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01113",200,"PCS","","","2","6011",1900,,"Y0B766710750502","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1296,"0000","<Default>",2024-12-18,07:30,08:00,"BEJE5373000080","PIPE,BREATHER","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01555",800,"PCS","","","2","6011",400,,"Y0B766710750752","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1297,"0000","<Default>",2024-12-18,07:30,08:00,"BJMF1621000080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","01054",300,"PCS","","","2","6033",50,,"Y0B766710750958","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1298,"0000","<Default>",2024-12-18,07:30,08:00,"BJMF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00918",300,"PCS","","","2","6033",400,,"Y0B766710750935","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1299,"0000","<Default>",2024-12-18,07:30,08:00,"BJMH2155000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00711",300,"PCS","","","2","6011",100,,"Y0B766710750981","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1300,"0000","<Default>",2024-12-18,07:30,08:00,"BJMH2592000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","6111","Body Assy #2","MA02","Body Assy Medium Parts","00918",300,"PCS","","","2","6011",800,,"Y0B766710750905","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1301,"0000","<Default>",2024-12-18,07:30,08:00,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02273",680,"PCS","","","2","6011",40,,"Y0B766710749227","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1302,"0000","<Default>",2024-12-18,07:30,08:00,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01534",360,"PCS","","","2","6011",40,,"Y0B766710750218","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1303,"0000","<Default>",2024-12-18,07:30,08:00,"B65F18160000M0","PIPE,1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02478",320,"PCS","","","2","6033",40,,"Y0B766710750000","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1304,"0000","<Default>",2024-12-18,07:30,08:00,"B65F2211000080","COVER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01957",480,"PCS","","","2","6011",40,,"Y0B766710749359","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1305,"0000","<Default>",2024-12-18,07:30,08:00,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","03613",680,"PCS","","","2","6011",40,,"Y0B766710749569","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1306,"0000","<Default>",2024-12-18,07:30,08:00,"B65F312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01843",920,"PCS","","","2","6011",40,,"Y0B766710749493","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1307,"0000","<Default>",2024-12-18,07:30,08:00,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01966",360,"PCS","","","2","6011",40,,"Y0B766710749458","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1308,"0000","<Default>",2024-12-18,07:30,08:00,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","02407",440,"PCS","","","2","6011",40,,"Y0B766710749876","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1309,"0000","<Default>",2024-12-18,07:30,08:00,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","00965",360,"PCS","","","2","6011",40,,"Y0B766710750889","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1310,"0000","<Default>",2024-12-18,07:30,08:00,"BBPF8349000080","CAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01454",320,"PCS","","","2","6011",40,,"Y0B766710750534","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1311,"0000","<Default>",2024-12-18,07:30,08:00,"BBPH2351000080","TUBE,CORD 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01449",240,"PCS","","","2","6011",40,,"Y0B766710750578","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1312,"0000","<Default>",2024-12-18,07:30,08:00,"BBPH5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","690G","Depo Body Assy #2","MA02","Body Assy Medium Parts","01166",920,"PCS","","","2","6011",40,,"Y0B766710750489","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1313,"0000","<Default>",2024-12-18,07:30,08:30,"1EGE81130200M0","COVER,SHIFT PEDAL","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00528",1000,"PCS","","","2","",100,,"Y0B766710751088","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1314,"0000","<Default>",2024-12-18,07:30,08:30,"1FDH5546100080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","01053",100,"PCS","","","2","6011",50,,"Y0B766710749327","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1315,"0000","<Default>",2024-12-18,07:30,08:30,"B3MH1662000080","COVER,CONNECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00410",400,"PCS","","","2","",50,,"Y0B766710750397","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1316,"0000","<Default>",2024-12-18,07:30,08:30,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5201","Packing (CKD)","MED1","PF Medium 1 Packing","00192",800,"PCS","","","2","6011",100,,"Y0B766710749596","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1317,"0000","<Default>",2024-12-18,07:30,08:30,"2DPE5495000080","SEAL,PROTECTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03495",120,"PCS","","","2","6011",40,,"Y0B766710749178","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1318,"0000","<Default>",2024-12-18,07:30,08:30,"2MSF483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01702",40,"PCS","","","2","6011",40,,"Y0B766710749287","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1319,"0000","<Default>",2024-12-18,07:30,08:30,"4YYF7114000080","STOPPER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03004",40,"PCS","","","2","6011",40,,"Y0B766710748664","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1320,"0000","<Default>",2024-12-18,07:30,08:30,"B1XF419A000080","HOLDER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00192",40,"PCS","","","2","",40,,"Y0B766710750642","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1321,"0000","<Default>",2024-12-18,07:30,08:30,"B1XF419E000080","COVER,CANISTER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00192",40,"PCS","","","2","6011",20,,"Y0B766710750662","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1322,"0000","<Default>",2024-12-18,07:30,08:30,"B5DF465B000080","CAP,ROTOR","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01684",120,"PCS","","","2","6011",40,,"Y0B766710750164","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1323,"0000","<Default>",2024-12-18,07:30,08:30,"B5XH2591000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01066",40,"PCS","","","2","6011",40,,"Y0B766710750455","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1324,"0000","<Default>",2024-12-18,07:30,08:30,"B65F3123000080","COVER,UNDER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03228",160,"PCS","","","2","6011",40,,"Y0B766710749518","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1325,"0000","<Default>",2024-12-18,07:30,08:30,"B65F3415000080","COVER,BALL RACE 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01467",120,"PCS","","","2","6011",40,,"Y0B766710749383","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1326,"0000","<Default>",2024-12-18,07:30,08:30,"B65H5546000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","03030",160,"PCS","","","2","",40,,"Y0B766710749806","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1327,"0000","<Default>",2024-12-18,07:30,08:30,"B6HF1621100080","FLAP","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00876",120,"PCS","","","2","6011",40,,"Y0B766710750854","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1328,"0000","<Default>",2024-12-18,07:30,08:30,"B6HF312G000080","PLUG,HOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01935",120,"PCS","","","2","6011",40,,"Y0B766710750309","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1329,"0000","<Default>",2024-12-18,07:30,08:30,"B74F3469000080","CAP,BOLT","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02277",160,"PCS","","","2","6011",40,,"Y0B766710749672","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1330,"0000","<Default>",2024-12-18,07:30,08:30,"B74F414A0000M0","COVER,FILLER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02182",40,"PCS","","","2","6033",10,,"Y0B766710750040","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1331,"0000","<Default>",2024-12-18,07:30,08:30,"B74F4639000080","STOPPER,PLATE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02274",40,"PCS","","","2","6011",40,,"Y0B766710749737","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1332,"0000","<Default>",2024-12-18,07:30,08:30,"B74F483H000080","BAND","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","01442",40,"PCS","","","2","6011",40,,"Y0B766710749614","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1333,"0000","<Default>",2024-12-18,07:30,08:30,"B74F8175000080","TOOL,HOLDER","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02340",40,"PCS","","","2","6011",40,,"Y0B766710749771","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1334,"0000","<Default>",2024-12-18,07:30,08:30,"B74H2131000080","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","02191",40,"PCS","","","2","6011",20,,"Y0B766710749644","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1335,"0000","<Default>",2024-12-18,07:30,08:30,"BKAF4317000080","PIPE,7","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00110",40,"PCS","","","2","6011",20,,"Y0B766710751042","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1336,"0000","<Default>",2024-12-18,07:30,08:30,"BKAF4785000080","MOLE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","MED1","PF Medium 1 Packing","00627",40,"PCS","","","2","6033",20,,"Y0B766710751012","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1337,"0000","<Default>",2024-12-18,07:30,08:30,"B74E11660000M0","PIPE,BREATHER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","590C","Depo Global Engine","P9CB","","03288",80,"PCS","","","2","6033",40,,"Y0B766710750099","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1338,"0000","<Default>",2024-12-18,07:30,08:30,"B65F414A010080","COVER,FILLER","7667","PT. CATURINDO AGUNGJAYA RUBBER","690C","Depo Central Manufacturing","MT04","Steel painting","02487",440,"PCS","","","2","Plastic Cont.",20,,"Y0B766710750681","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1339,"0000","<Default>",2024-12-18,09:00,09:30,"90480128080080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","590D","Depo Global Manufacturing","P9DA","","04209",365,"PCS","","Q-SPEC-L","2","6011",1920,,"Y0B766710748884","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1340,"0000","<Default>",2024-12-18,09:00,09:30,"90480158090080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","590D","Depo Global Manufacturing","P9DA","","02261",32,"PCS","","","2","6011",1920,,"Y0B766710749029","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1341,"0000","<Default>",2024-12-18,09:00,10:00,"902022614200M3","WASHER PLAIN","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","03568",40,"PCS","","","2","6011",40,,"Y0B766710748760","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1342,"0000","<Default>",2024-12-18,09:00,10:00,"904801548300M0","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5207","Receiving Global model packing","SMAL","PF Small Part Packing","01211",80,"PCS","","","2","6011",40,,"Y0B766710750072","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1343,"0000","<Default>",2024-12-18,09:00,10:00,"904801339800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5301","Steel Paint","P9DI","","01211",120,"PCS","","","2","6011",1920,,"Y0B766710748924","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1344,"0000","<Default>",2024-12-18,09:00,10:00,"1EGE81130200M0","COVER,SHIFT PEDAL","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","00410",100,"PCS","","","2","",100,,"Y0B766710751106","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1345,"0000","<Default>",2024-12-18,09:00,10:00,"3C1H21310000M0","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01542",100,"PCS","","","2","6011",400,,"Y0B766710749972","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1346,"0000","<Default>",2024-12-18,09:00,10:00,"902022614200M3","WASHER PLAIN","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","04470",200,"PCS","","","2","6011",2400,,"Y0B766710748774","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1347,"0000","<Default>",2024-12-18,09:00,10:00,"90445198070080","HOSE","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01821",100,"PCS","","","2","6011",400,,"Y0B766710749902","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1348,"0000","<Default>",2024-12-18,09:00,10:00,"90480018030080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","04526",200,"PCS","","","2","6011",600,,"Y0B766710748832","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1349,"0000","<Default>",2024-12-18,09:00,10:00,"90480120720080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","00618",200,"PCS","","","2","6011",2000,,"Y0B766710749333","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1350,"0000","<Default>",2024-12-18,09:00,10:00,"90480128080080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01200",400,"PCS","","Q-SPEC-L","2","6011",2400,,"Y0B766710748865","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1351,"0000","<Default>",2024-12-18,09:00,10:00,"904801300100M0","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","02203",200,"PCS","","","2","6011",1800,,"Y0B766710749304","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1352,"0000","<Default>",2024-12-18,09:00,10:00,"904801339800M2","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01510",100,"PCS","","","2","6011",2400,,"Y0B766710748929","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1353,"0000","<Default>",2024-12-18,09:00,10:00,"90480148160080","GROMMET","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01062",900,"PCS","","","2","6011",1200,,"Y0B766710749003","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1354,"0000","<Default>",2024-12-18,09:00,10:00,"B8DH2131000080","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","00270",100,"PCS","","","2","",400,,"Y0B766710750343","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1355,"0000","<Default>",2024-12-18,09:00,10:00,"BDJF8483000080","PLATE,RUBBER 1","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","00332",200,"PCS","","","2","6011",800,,"Y0B766710750747","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1356,"0000","<Default>",2024-12-18,09:00,10:00,"BDJH2131000080","BAND,BATTERY","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","00332",100,"PCS","","","2","6011",250,,"Y0B766710750715","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
1357,"0000","<Default>",2024-12-18,09:00,10:00,"BK6E4747000080","DAMPER,MUFF.","7667","PT. CATURINDO AGUNGJAYA RUBBER","5902","DEPO Local B/D","P92A","PF Depo Local Small parts","01472",100,"PCS","","","2","6011",400,,"Y0B766710749915","Unprinted","-","Unprinted","","",2024-12-04 07:21:45
